mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm
4	4	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	78					
4	4	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	79					
4	4	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	80					
4	4	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	81		articStaccatissimoAbove			
5	5	16	0.0	0	0	Dynamic	4/4	1	1	0						f				
5	5	16	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	82					
5	5	65/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	83					
5	5	33/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	84					
5	5	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	85					
5	5	17	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	86					
5	5	69/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	87					
5	5	35/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	88					
5	5	71/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	89					
5	5	18	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	90					
5	5	73/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	91					
5	5	37/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	92					
5	5	75/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	93					
5	5	19	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	94					
5	5	77/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	95					
5	5	39/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	96					
5	5	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	97					
5	5	16	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	98		articStaccatissimoAbove			
5	5	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	99		articStaccatissimoAbove			
5	5	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	100		articStaccatissimoAbove			
6	6	20	0.0	0	0	Dynamic	4/4	1	1	0						p				
6	6	20	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	101					
6	6	81/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	102					
6	6	41/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	103					
6	6	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	104					
6	6	21	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	105					
6	6	85/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	106					
6	6	43/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	107					
6	6	87/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	108					
6	6	22	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	109					
6	6	89/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	110					
6	6	45/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	111					
6	6	91/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	112					
6	6	23	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	113					
6	6	93/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	114					
6	6	47/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	115					
6	6	95/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	116					
6	6	20	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	117					
6	6	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	118					
6	6	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	119					
6	6	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	120					
6	6	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	121		articStaccatissimoAbove			
7	7	24	0.0	0	0	Dynamic	4/4	1	1	0						f				
7	7	24	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	122					
7	7	97/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	123					
7	7	49/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	124					
7	7	99/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	125					
7	7	25	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	126					
7	7	101/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	127					
7	7	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	128					
7	7	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	129					
7	7	26	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	130					
7	7	105/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	131					
7	7	53/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	132					
7	7	107/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	133					
7	7	27	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	134					
7	7	109/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	135					
7	7	55/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	136					
7	7	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	137					
7	7	24	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	138		articStaccatissimoAbove			
7	7	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	139		articStaccatissimoAbove			
7	7	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	140		articStaccatissimoAbove			
8	8	28	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	141					
8	8	113/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	142					
8	8	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	143					
8	8	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	144					
8	8	29	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	145					
8	8	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	146					
8	8	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	147					
8	8	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	148					
8	8	30	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	149					
8	8	121/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	150					
8	8	61/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	151					
8	8	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	152					
8	8	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	153					
8	8	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	154					
8	8	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	155					
8	8	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	156					
8	8	28	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	157		articStaccatissimoAbove			
8	8	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	158		articStaccatissimoAbove			
8	8	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	159		articStaccatissimoAbove			
9	9	32	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	160					
9	9	129/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	161					
9	9	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	162					
9	9	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	163					
9	9	33	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	164					
9	9	133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	165					
9	9	67/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	166					
9	9	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	167					
9	9	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	168					
9	9	69/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	169					
9	9	139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	170					
9	9	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	171					
9	9	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	172					
9	9	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	173					
9	9	32	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	174		articStaccatissimoBelow			
9	9	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	175		articStaccatissimoAbove			
9	9	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	176		articStaccatissimoBelow			
9	9	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	177		articStaccatissimoBelow			
10	10	36	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	178					
10	10	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	179					
10	10	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	180					
10	10	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	181					
10	10	75/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	182					
10	10	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	183					
10	10	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	184					
10	10	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	185					
10	10	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	186					
10	10	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	187					
10	10	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	188					
10	10	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	189					
10	10	36	4.0	0	0	Chord	4/4	2	1	1			1	1	190					
11	11	40	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	191					
11	11	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	192					
11	11	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	193					
11	11	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	194					
11	11	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	195					
11	11	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	196					
11	11	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	197					
11	11	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	198					
11	11	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	199					
11	11	40	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	200					
11	11	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	201		articStaccatissimoBelow			
12	12	44	0.0	0	0	StaffText	4/4	1	1	0								adagio		
12	12	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	202					
12	12	44	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	203					
12	12	46	0.0	1/2	1/2	StaffText	4/4	2	1	0								arpeggio		
12	12	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	204					
13	13	48	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	205					
13	13	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	206					
13	13	48	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	207					
13	13	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	208					
14	14	52	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	209		articStaccatissimoBelow			
14	14	52	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	210					
