mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	1	0	0.0	0	0	Tempo	3/4	1	1	0									Tempo di minuetto	94	
1	1	0	0.0	0	0	Tempo	3/4	1	1	0									 = 135	135	
1	1	0	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	0						
1	1	2	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1						0
1	1	5/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2						
1	1	0	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	3						1
1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4		articStaccatissimoAbove				
2	2	3	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	5						2
2	2	5	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	6						
2	2	21/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	7						
2	2	11/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	8						
2	2	23/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	9						
2	2	4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	10						
2	2	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	11						
3	3	6	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	12		articStaccatissimoAbove				
3	3	27/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	13		articStaccatissimoAbove				
3	3	7	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	14		articStaccatissimoAbove				
3	3	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	15		articStaccatissimoAbove				
3	3	6	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	16		articStaccatissimoBelow				
3	3	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	17		articStaccatissimoAbove				
3	3	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	18		articStaccatissimoAbove				
4	4	9	0.0	0	0	Chord	3/4	1	1	0	grace4		1/4	1	19						
4	4	9	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	20		ornamentTurn				
4	4	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	21						
4	4	9	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	22						
4	4	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	23						
4	4	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	24						
5	5	12	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	25						
5	5	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	26						
5	5	14	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	27		articStaccatissimoAbove				
5	5	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	28						
5	5	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	29		articStaccatissimoBelow				
5	5	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	30		articStaccatissimoAbove				
6	6	15	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	31		ornamentTremblement				
6	6	63/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	32						
6	6	127/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	33						
6	6	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	34						
6	6	17	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	35						
6	6	71/4	0.0	11/16	11/16	Dynamic	3/4	1	1	0						p					
6	6	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	36						
6	6	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	37		articStaccatissimoBelow				
6	6	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	38		articStaccatissimoAbove				
7	7	18	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	39						
7	7	73/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16			1/8	3/2	40						
7	7	19	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	41						
7	7	77/4	0.75	5/16	5/16	Chord	3/4	1	1	3/16			1/8	3/2	42						
7	7	20	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	43						
7	7	81/4	0.75	9/16	9/16	Chord	3/4	1	1	3/16			1/8	3/2	44						
7	7	18	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	45						
8	8	21	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	46						3
8	8	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	47		ornamentTurn				
8	8	21	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	48						
8	8	22	2.0	1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	49						
9	9	24	0.0	0	0	Dynamic	3/4	1	1	0						f					
9	9	24	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	50						
9	9	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	51						4
9	9	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	52						
9	9	24	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	53						
9	9	26	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	54						5
9	9	53/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	55						
9	9	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	56						
9	9	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	57						
10	10	27	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	58						6
10	10	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	59		ornamentTurn				
10	10	27	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	60						7
10	10	29	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	61						
10	10	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	62						8
10	10	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	63						
11	11	30	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	64		articStaccatissimoAbove				
11	11	31	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p					
11	11	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	65						9
11	11	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	66						
11	11	30	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	67						
11	11	31	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	68						
11	11	30	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	69		articStaccatissimoAbove				
11	11	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	70						10
11	11	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	71						10
12	12	33	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	72						11
12	12	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	73		ornamentTurn				
12	12	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	74						
12	12	33	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	75						
